Current (A);Voltage (V);Electron current (pA) Run #20
-7.299E-11;66.276;72.988
-7.302E-11;66.361;73.024
-7.321E-11;66.419;73.210
-7.352E-11;66.444;73.525
-7.390E-11;66.452;73.901
-7.422E-11;66.534;74.220
-7.454E-11;66.634;74.536
-7.494E-11;66.674;74.937
-7.537E-11;66.697;75.368
-7.578E-11;66.697;75.777
-7.608E-11;66.718;76.078
-7.628E-11;66.798;76.280
-7.648E-11;66.892;76.480
-7.676E-11;66.928;76.757
-7.706E-11;66.946;77.062
-7.733E-11;66.955;77.331
-7.755E-11;67.002;77.550
-7.774E-11;67.099;77.741
-7.794E-11;67.183;77.941
-7.818E-11;67.209;78.177
-7.841E-11;67.224;78.413
-7.861E-11;67.232;78.605
-7.873E-11;67.298;78.733
-7.884E-11;67.373;78.842
-7.896E-11;67.406;78.958
-7.907E-11;67.419;79.074
-7.917E-11;67.421;79.171
-7.923E-11;67.440;79.226
-7.926E-11;67.529;79.261
-7.930E-11;67.626;79.300
-7.936E-11;67.667;79.355
-7.942E-11;67.681;79.422
-7.947E-11;67.687;79.474
-7.950E-11;67.696;79.500
-7.950E-11;67.769;79.501
-7.950E-11;67.817;79.495
-7.947E-11;67.833;79.474
-7.945E-11;67.839;79.454
-7.943E-11;67.842;79.434
-7.940E-11;67.878;79.400
-7.937E-11;67.925;79.367
-7.933E-11;67.948;79.329
-7.929E-11;67.952;79.292
-7.925E-11;67.955;79.255
-7.922E-11;67.955;79.216
-7.918E-11;67.956;79.183
-7.916E-11;67.956;79.160
-7.913E-11;67.955;79.133
-7.911E-11;67.956;79.114
-7.910E-11;67.956;79.099
-7.908E-11;67.976;79.084
-7.906E-11;68.040;79.064
-7.903E-11;68.088;79.029
-7.897E-11;68.107;78.975
-7.892E-11;68.116;78.916
-7.886E-11;68.120;78.856
-7.880E-11;68.120;78.802
-7.875E-11;68.151;78.753
-7.871E-11;68.230;78.711
-7.865E-11;68.289;78.647
-7.854E-11;68.308;78.540
-7.842E-11;68.319;78.422
-7.831E-11;68.325;78.305
-7.821E-11;68.329;78.212
-7.814E-11;68.382;78.141
-7.806E-11;68.429;78.061
-7.795E-11;68.449;77.955
-7.782E-11;68.457;77.825
-7.770E-11;68.464;77.704
-7.761E-11;68.517;77.608
-7.749E-11;68.576;77.495
-7.734E-11;68.616;77.336
-7.716E-11;68.627;77.158
-7.699E-11;68.649;76.986
-7.682E-11;68.738;76.825
-7.662E-11;68.819;76.624
-7.636E-11;68.851;76.356
-7.605E-11;68.864;76.050
-7.576E-11;68.878;75.760
-7.552E-11;68.936;75.518
-7.530E-11;69.004;75.296
-7.503E-11;69.042;75.031
-7.473E-11;69.056;74.727
-7.444E-11;69.069;74.437
-7.419E-11;69.194;74.191
-7.384E-11;69.364;73.837
-7.324E-11;69.439;73.243
-7.251E-11;69.467;72.514
-7.177E-11;69.479;71.767
-7.116E-11;69.497;71.164
-7.072E-11;69.567;70.716
-7.031E-11;69.610;70.314
-6.988E-11;69.628;69.883
-6.947E-11;69.637;69.467
-6.914E-11;69.644;69.136
-6.886E-11;69.745;68.857
-6.850E-11;69.850;68.502
-6.794E-11;69.891;67.940
-6.728E-11;69.908;67.278
-6.668E-11;69.914;66.682
-6.620E-11;69.959;66.201
-6.575E-11;70.031;65.745
-6.523E-11;70.052;65.227
-6.466E-11;70.065;64.658
-6.420E-11;70.074;64.197
-6.383E-11;70.101;63.826
-6.350E-11;70.160;63.496
-6.315E-11;70.180;63.148
-6.279E-11;70.186;62.787
-6.247E-11;70.203;62.475
-6.219E-11;70.287;62.193
-6.182E-11;70.333;61.822
-6.136E-11;70.354;61.364
-6.088E-11;70.364;60.876
-6.044E-11;70.406;60.443
-6.001E-11;70.527;60.008
-5.943E-11;70.593;59.426
-5.868E-11;70.628;58.684
-5.789E-11;70.638;57.892
-5.720E-11;70.693;57.197
-5.655E-11;70.758;56.551
-5.592E-11;70.776;55.919
-5.533E-11;70.786;55.332
-5.483E-11;70.797;54.829
-5.441E-11;70.871;54.409
-5.397E-11;70.918;53.970
-5.348E-11;70.934;53.475
-5.296E-11;70.978;52.962
-5.244E-11;71.032;52.445
-5.187E-11;71.053;51.872
-5.134E-11;71.063;51.337
-5.087E-11;71.129;50.871
-5.038E-11;71.184;50.383
-4.983E-11;71.205;49.827
-4.927E-11;71.214;49.272
-4.879E-11;71.237;48.790
-4.835E-11;71.273;48.352
-4.794E-11;71.326;47.940
-4.751E-11;71.354;47.507
-4.704E-11;71.362;47.040
-4.660E-11;71.397;46.600
-4.616E-11;71.463;46.162
-4.570E-11;71.502;45.695
-4.517E-11;71.515;45.168
-4.466E-11;71.539;44.655
-4.415E-11;71.617;44.152
-4.362E-11;71.711;43.622
-4.294E-11;71.754;42.941
-4.216E-11;71.771;42.161
-4.146E-11;71.790;41.459
-4.083E-11;71.884;40.835
-4.016E-11;71.985;40.165
-3.941E-11;72.024;39.406
-3.857E-11;72.038;38.569
-3.784E-11;72.061;37.835
-3.723E-11;72.107;37.226
-3.667E-11;72.131;36.674
-3.619E-11;72.140;36.186
-3.579E-11;72.141;35.789
-3.548E-11;72.154;35.477
-3.524E-11;72.190;35.239
-3.499E-11;72.218;34.990
-3.469E-11;72.240;34.689
-3.437E-11;72.245;34.372
-3.409E-11;72.293;34.090
-3.379E-11;72.393;33.790
-3.335E-11;72.452;33.350
-3.278E-11;72.473;32.778
-3.220E-11;72.486;32.202
-3.171E-11;72.558;31.715
-3.125E-11;72.642;31.251
-3.072E-11;72.675;30.722
-3.020E-11;72.691;30.197
-2.973E-11;72.693;29.733
-2.938E-11;72.696;29.380
-2.911E-11;72.752;29.113
-2.886E-11;72.800;28.862
-2.858E-11;72.818;28.578
-2.830E-11;72.825;28.296
-2.806E-11;72.826;28.056
-2.787E-11;72.826;27.867
-2.773E-11;72.829;27.731
-2.765E-11;72.824;27.645
-2.760E-11;72.874;27.597
-2.751E-11;72.988;27.511
-2.732E-11;73.056;27.319
-2.702E-11;73.069;27.018
-2.669E-11;73.091;26.686
-2.642E-11;73.196;26.415
-2.616E-11;73.299;26.156
-2.589E-11;73.346;25.893
-2.565E-11;73.366;25.648
-2.544E-11;73.380;25.443
-2.530E-11;73.445;25.296
-2.518E-11;73.500;25.182
-2.511E-11;73.513;25.111
-2.506E-11;73.564;25.059
-2.504E-11;73.672;25.043
-2.507E-11;73.729;25.074
-2.515E-11;73.749;25.145
-2.524E-11;73.759;25.237
-2.533E-11;73.777;25.326
-2.542E-11;73.865;25.417
-2.556E-11;73.977;25.555
-2.579E-11;74.051;25.791
-2.613E-11;74.076;26.128
-2.648E-11;74.086;26.481
-2.680E-11;74.089;26.804
-2.706E-11;74.115;27.064
-2.727E-11;74.199;27.274
-2.753E-11;74.244;27.533
-2.788E-11;74.257;27.876
-2.823E-11;74.256;28.234
-2.854E-11;74.261;28.538
-2.878E-11;74.260;28.782
-2.896E-11;74.274;28.959
-2.910E-11;74.320;29.099
-2.929E-11;74.390;29.288
-2.958E-11;74.400;29.585
-2.994E-11;74.401;29.939
-3.026E-11;74.409;30.259
-3.052E-11;74.490;30.515
-3.088E-11;74.607;30.875
-3.146E-11;74.676;31.465
-3.222E-11;74.696;32.224
-3.302E-11;74.698;33.018
-3.364E-11;74.697;33.642
-3.408E-11;74.698;34.080
-3.436E-11;74.696;34.357
-3.453E-11;74.713;34.526
-3.469E-11;74.813;34.691
-3.506E-11;74.869;35.059
-3.563E-11;74.883;35.628
-3.625E-11;74.886;36.248
-3.680E-11;74.886;36.798
-3.720E-11;74.899;37.196
-3.747E-11;74.944;37.474
-3.777E-11;75.012;37.774
-3.824E-11;75.090;38.239
-3.895E-11;75.130;38.951
-3.978E-11;75.139;39.780
-4.056E-11;75.151;40.565
-4.122E-11;75.153;41.225
-4.165E-11;75.206;41.654
-4.206E-11;75.288;42.060
-4.268E-11;75.335;42.675
-4.343E-11;75.351;43.434
-4.418E-11;75.356;44.183
-4.483E-11;75.380;44.826
-4.535E-11;75.506;45.353
-4.609E-11;75.586;46.090
-4.711E-11;75.605;47.114
-4.816E-11;75.613;48.160
-4.906E-11;75.626;49.057
-4.972E-11;75.700;49.721
-5.040E-11;75.765;50.400
-5.118E-11;75.784;51.178
-5.196E-11;75.788;51.965
-5.267E-11;75.842;52.674
-5.334E-11;75.961;53.336
-5.423E-11;76.051;54.234
-5.541E-11;76.062;55.408
-5.657E-11;76.069;56.573
-5.758E-11;76.094;57.581
-5.834E-11;76.164;58.344
-5.906E-11;76.201;59.059
-5.980E-11;76.216;59.796
-6.049E-11;76.223;60.491
-6.103E-11;76.264;61.033
-6.155E-11;76.350;61.549
-6.224E-11;76.401;62.242
-6.305E-11;76.413;63.050
-6.385E-11;76.462;63.850
-6.468E-11;76.499;64.684
-6.558E-11;76.513;65.582
-6.630E-11;76.548;66.301
-6.689E-11;76.641;66.886
-6.762E-11;76.692;67.622
-6.852E-11;76.721;68.516
-6.939E-11;76.802;69.391
-7.034E-11;76.881;70.344
-7.137E-11;76.917;71.375
-7.241E-11;76.961;72.409
-7.335E-11;77.040;73.347
-7.431E-11;77.073;74.308
-7.519E-11;77.084;75.189
-7.594E-11;77.105;75.942
-7.653E-11;77.164;76.527
-7.709E-11;77.202;77.094
-7.767E-11;77.212;77.674
-7.821E-11;77.233;78.211
-7.866E-11;77.276;78.663
-7.910E-11;77.292;79.097
-7.951E-11;77.299;79.511
-7.989E-11;77.363;79.886
-8.026E-11;77.407;80.263
-8.074E-11;77.423;80.738
-8.123E-11;77.445;81.232
-8.172E-11;77.516;81.716
-8.222E-11;77.556;82.224
-8.277E-11;77.567;82.775
-8.329E-11;77.578;83.286
-8.371E-11;77.580;83.707
-8.398E-11;77.585;83.981
-8.415E-11;77.587;84.147
-8.424E-11;77.590;84.242
-8.430E-11;77.628;84.296
-8.441E-11;77.677;84.409
-8.465E-11;77.690;84.647
-8.494E-11;77.714;84.945
-8.526E-11;77.798;85.265
-8.572E-11;77.854;85.720
-8.630E-11;77.876;86.297
-8.685E-11;77.899;86.853
-8.736E-11;77.967;87.365
-8.788E-11;78.007;87.878
-8.838E-11;78.024;88.378
-8.883E-11;78.038;88.832
-8.921E-11;78.100;89.206
-8.960E-11;78.190;89.599
-9.008E-11;78.239;90.084
-9.065E-11;78.267;90.652
-9.120E-11;78.277;91.199
-9.165E-11;78.317;91.654
-9.201E-11;78.444;92.014
-9.247E-11;78.506;92.466
-9.302E-11;78.530;93.015
-9.356E-11;78.541;93.563
-9.400E-11;78.543;93.996
-9.429E-11;78.546;94.288
-9.447E-11;78.590;94.471
-9.462E-11;78.618;94.616
-9.477E-11;78.623;94.771
-9.493E-11;78.634;94.925
-9.505E-11;78.629;95.049
-9.514E-11;78.641;95.138
-9.519E-11;78.636;95.190
-9.521E-11;78.634;95.208
-9.520E-11;78.635;95.198
-9.518E-11;78.634;95.180
-9.515E-11;78.634;95.153
-9.512E-11;78.648;95.124
-9.512E-11;78.714;95.121
-9.521E-11;78.756;95.214
-9.540E-11;78.774;95.404
-9.561E-11;78.781;95.613
-9.579E-11;78.782;95.790
-9.590E-11;78.784;95.905
-9.597E-11;78.782;95.966
-9.599E-11;78.785;95.994
-9.600E-11;78.783;95.998
-9.599E-11;78.782;95.991
-9.598E-11;78.785;95.977
-9.597E-11;78.824;95.966
-9.600E-11;78.983;96.004
-9.621E-11;79.077;96.210
-9.657E-11;79.109;96.568
-9.696E-11;79.122;96.964
-9.732E-11;79.126;97.318
-9.756E-11;79.129;97.558
-9.770E-11;79.131;97.700
-9.777E-11;79.130;97.767
-9.779E-11;79.130;97.793
-9.781E-11;79.183;97.812
-9.784E-11;79.241;97.844
-9.794E-11;79.264;97.936
-9.805E-11;79.272;98.050
-9.816E-11;79.278;98.165
-9.825E-11;79.280;98.246
-9.829E-11;79.278;98.288
-9.831E-11;79.277;98.307
-9.831E-11;79.278;98.311
-9.830E-11;79.277;98.305
-9.829E-11;79.276;98.293
-9.829E-11;79.277;98.287
-9.828E-11;79.275;98.278
-9.827E-11;79.279;98.267
-9.826E-11;79.309;98.257
-9.827E-11;79.361;98.270
-9.831E-11;79.374;98.310
-9.838E-11;79.380;98.376
-9.844E-11;79.391;98.437
-9.848E-11;79.418;98.484
-9.853E-11;79.438;98.527
-9.857E-11;79.445;98.566
-9.861E-11;79.448;98.606
-9.863E-11;79.448;98.629
-9.864E-11;79.448;98.645
-9.865E-11;79.448;98.654
-9.865E-11;79.448;98.653
-9.865E-11;79.448;98.655
-9.865E-11;79.463;98.652
-9.866E-11;79.507;98.657
-9.868E-11;79.527;98.677
-9.871E-11;79.536;98.707
-9.874E-11;79.562;98.740
-9.878E-11;79.617;98.778
-9.881E-11;79.640;98.813
-9.885E-11;79.654;98.851
-9.889E-11;79.651;98.891
-9.891E-11;79.655;98.914
-9.892E-11;79.692;98.923
-9.894E-11;79.735;98.936
-9.895E-11;79.802;98.949
-9.897E-11;79.826;98.967
-9.898E-11;79.835;98.981
-9.899E-11;79.841;98.986
-9.898E-11;79.840;98.984
-9.898E-11;79.840;98.980
-9.897E-11;79.839;98.974
-9.896E-11;79.852;98.964
-9.896E-11;79.949;98.959
-9.894E-11;80.018;98.940
-9.890E-11;80.038;98.897
-9.885E-11;80.045;98.852
-9.881E-11;80.048;98.806
-9.877E-11;80.049;98.773
-9.874E-11;80.049;98.740
-9.872E-11;80.050;98.722
-9.871E-11;80.049;98.713
-9.870E-11;80.049;98.703
-9.870E-11;80.054;98.699
-9.869E-11;80.049;98.690
-9.869E-11;80.050;98.688
-9.868E-11;80.048;98.685
-9.869E-11;80.047;98.687
-9.868E-11;80.049;98.685
-9.868E-11;80.048;98.684
-9.868E-11;80.046;98.684
-9.868E-11;80.049;98.683
-9.868E-11;80.049;98.684
-9.868E-11;80.050;98.685
-9.869E-11;80.049;98.687
-9.869E-11;80.052;98.689
-9.869E-11;80.047;98.694
-9.870E-11;80.047;98.697
-9.871E-11;80.048;98.706
-9.871E-11;80.047;98.707
-9.872E-11;80.043;98.717
-9.871E-11;80.050;98.715
-9.872E-11;80.046;98.718
-9.872E-11;80.048;98.722
-9.873E-11;80.050;98.730
-9.874E-11;80.047;98.740
-9.875E-11;80.050;98.746
-9.875E-11;80.047;98.753
-9.876E-11;80.047;98.757
-9.876E-11;80.043;98.763
-9.876E-11;80.041;98.765
-9.877E-11;80.051;98.775
-9.878E-11;80.047;98.784
-9.879E-11;80.045;98.790
-9.880E-11;80.046;98.802
-9.881E-11;80.050;98.807
-9.881E-11;80.045;98.813
-9.882E-11;80.047;98.817
-9.883E-11;80.044;98.829
-9.883E-11;80.045;98.828
