Current (A);Voltage (V);Electron current (pA) Run #23
-9.559E-11;78.282;95.595
-9.645E-11;78.333;96.453
-9.726E-11;78.355;97.263
-9.794E-11;78.419;97.938
-9.850E-11;78.517;98.502
-9.908E-11;78.567;99.078
-9.964E-11;78.582;99.641
-1.001E-10;78.621;100.089
-1.005E-10;78.728;100.456
-1.008E-10;78.793;100.825
-1.012E-10;78.820;101.241
-1.016E-10;78.833;101.641
-1.019E-10;78.914;101.946
-1.022E-10;79.048;102.216
-1.025E-10;79.116;102.525
-1.029E-10;79.141;102.864
-1.032E-10;79.171;103.189
-1.034E-10;79.285;103.438
-1.036E-10;79.351;103.646
-1.038E-10;79.380;103.839
-1.040E-10;79.385;103.989
-1.041E-10;79.393;104.104
-1.042E-10;79.394;104.164
-1.042E-10;79.395;104.189
-1.042E-10;79.395;104.190
-1.042E-10;79.394;104.178
-1.042E-10;79.398;104.150
-1.041E-10;79.395;104.126
-1.041E-10;79.395;104.093
-1.041E-10;79.394;104.060
-1.040E-10;79.393;104.030
-1.040E-10;79.393;104.003
-1.040E-10;79.393;103.971
-1.039E-10;79.387;103.941
-1.039E-10;79.389;103.912
-1.039E-10;79.399;103.884
-1.039E-10;79.488;103.859
-1.039E-10;79.585;103.863
-1.039E-10;79.623;103.903
-1.039E-10;79.639;103.948
-1.040E-10;79.643;103.995
-1.040E-10;79.645;104.019
-1.040E-10;79.644;104.025
-1.040E-10;79.646;104.022
-1.040E-10;79.645;104.010
-1.040E-10;79.647;103.987
-1.040E-10;79.644;103.970
-1.039E-10;79.645;103.949
-1.039E-10;79.648;103.933
-1.039E-10;79.645;103.925
-1.039E-10;79.645;103.909
-1.039E-10;79.644;103.895
-1.039E-10;79.644;103.882
-1.039E-10;79.666;103.869
-1.039E-10;79.711;103.856
-1.038E-10;79.751;103.850
-1.038E-10;79.885;103.846
-1.038E-10;80.009;103.821
-1.038E-10;80.068;103.756
-1.037E-10;80.087;103.651
-1.035E-10;80.100;103.541
-1.034E-10;80.171;103.441
-1.033E-10;80.311;103.320
-1.031E-10;80.377;103.120
-1.028E-10;80.405;102.844
-1.026E-10;80.407;102.575
-1.023E-10;80.426;102.349
-1.022E-10;80.430;102.176
-1.021E-10;80.417;102.056
-1.020E-10;80.418;101.982
-1.019E-10;80.418;101.931
-1.019E-10;80.422;101.903
-1.019E-10;80.418;101.883
-1.019E-10;80.418;101.872
-1.019E-10;80.418;101.860
-1.019E-10;80.417;101.854
-1.018E-10;80.418;101.849
-1.018E-10;80.414;101.849
-1.018E-10;80.416;101.847
-1.019E-10;80.419;101.852
-1.019E-10;80.417;101.853
-1.019E-10;80.417;101.862
-1.019E-10;80.412;101.869
-1.019E-10;80.415;101.876
-1.019E-10;80.419;101.882
-1.019E-10;80.422;101.887
-1.019E-10;80.415;101.892
-1.019E-10;80.415;101.900
-1.019E-10;80.415;101.906
-1.019E-10;80.417;101.914
-1.019E-10;80.413;101.919
-1.019E-10;80.411;101.926
-1.019E-10;80.415;101.934
-1.019E-10;80.415;101.940
-1.019E-10;80.415;101.950
